Running from this directory: /cluster/work/simennes/Project_thesis/Project_thesis
Name of job: tune_params
ID of job: 23134776
The job was run on these nodes: idun-07-07
[I 2025-10-17 13:09:10,215] Trial 0 finished with value: 0.12883757602187879 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.199031432379812, 'batch_norm': True, 'lr': 1.8408544111075837e-06, 'weight_decay': 5.5136510071208614e-05, 'epochs': 336, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 0 with value: 0.12883757602187879.
[I 2025-10-17 20:29:01,501] Trial 35 finished with value: 0.16181317207131868 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.39705551659114074, 'batch_norm': False, 'lr': 0.0002541432513850229, 'weight_decay': 2.5691939252215412e-06, 'epochs': 287, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 23 with value: 0.2217130400568498.
[I 2025-10-17 20:32:35,226] Trial 36 finished with value: 0.005239212800776386 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.3673909171441764, 'batch_norm': False, 'lr': 0.0006746148704003097, 'weight_decay': 5.768940506085445e-06, 'epochs': 258, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 23 with value: 0.2217130400568498.
[I 2025-10-17 20:34:39,572] Trial 37 finished with value: 0.08926344684091367 and parameters: {'hidden_dims': '[256, 128, 64]', 'dropout': 0.42882949298409173, 'batch_norm': True, 'lr': 0.00016757208992109824, 'weight_decay': 3.7579828059179737e-06, 'epochs': 289, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 23 with value: 0.2217130400568498.
[I 2025-10-17 20:39:16,693] Trial 38 finished with value: 0.1426110090413527 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.3072379569326534, 'batch_norm': False, 'lr': 0.00016858139258189825, 'weight_decay': 3.506656535082737e-05, 'epochs': 341, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 23 with value: 0.2217130400568498.
[I 2025-10-17 20:42:46,249] Trial 39 finished with value: 0.2204362403087751 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.35044089612682333, 'batch_norm': False, 'lr': 7.296327487967105e-05, 'weight_decay': 1.6528612777006598e-05, 'epochs': 251, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 23 with value: 0.2217130400568498.
[I 2025-10-17 20:44:25,918] Trial 40 finished with value: 0.1003825643450953 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.30395426684944293, 'batch_norm': True, 'lr': 0.0002738147150378256, 'weight_decay': 5.947364734058475e-07, 'epochs': 237, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 23 with value: 0.2217130400568498.
[I 2025-10-17 20:47:54,885] Trial 41 finished with value: 0.20408081027669941 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.35263722720190604, 'batch_norm': False, 'lr': 7.799621898838342e-05, 'weight_decay': 1.5595862715132313e-05, 'epochs': 252, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 23 with value: 0.2217130400568498.
[I 2025-10-17 20:50:55,999] Trial 42 finished with value: 0.20975883355362782 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.3910192316998998, 'batch_norm': False, 'lr': 6.909095231503825e-05, 'weight_decay': 1.4599234626532408e-05, 'epochs': 215, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 23 with value: 0.2217130400568498.
[I 2025-10-17 20:54:25,363] Trial 43 finished with value: 0.20713518360685285 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.3883196272766108, 'batch_norm': False, 'lr': 3.560535956632666e-05, 'weight_decay': 1.6682404761699693e-05, 'epochs': 251, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 23 with value: 0.2217130400568498.
[I 2025-10-17 20:55:16,750] Trial 44 finished with value: 0.2227442369569884 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.3964942443828018, 'batch_norm': False, 'lr': 3.768264958972156e-05, 'weight_decay': 1.3368473922415661e-05, 'epochs': 217, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 20:56:05,861] Trial 45 finished with value: 0.19101031897326476 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.42190302567110166, 'batch_norm': False, 'lr': 6.288668603248956e-05, 'weight_decay': 6.205034561871841e-06, 'epochs': 207, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 20:56:44,367] Trial 46 finished with value: 0.17974327885954755 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.45241564518529565, 'batch_norm': False, 'lr': 3.539107838296622e-05, 'weight_decay': 1.198223714848542e-05, 'epochs': 158, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 8, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 20:57:36,476] Trial 47 finished with value: 0.2216298548430227 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.39393057963979333, 'batch_norm': False, 'lr': 1.66894338488027e-05, 'weight_decay': 3.667598562596103e-06, 'epochs': 211, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 20:58:23,601] Trial 48 finished with value: 0.2015752887517669 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.3337287556736488, 'batch_norm': False, 'lr': 1.6704821413589824e-05, 'weight_decay': 1.4765750260883426e-06, 'epochs': 189, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 20:59:20,121] Trial 49 finished with value: 0.19537103253426005 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.4087184955660608, 'batch_norm': False, 'lr': 1.0795446007347502e-05, 'weight_decay': 4.2102564197141374e-06, 'epochs': 229, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 20:59:52,146] Trial 50 finished with value: 0.11836851187192023 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.44489326910801036, 'batch_norm': False, 'lr': 2.983413292094254e-06, 'weight_decay': 1.0309054992111732e-06, 'epochs': 120, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:00:43,063] Trial 51 finished with value: 0.21906913980394144 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.3833750131577106, 'batch_norm': False, 'lr': 2.6543026615468306e-05, 'weight_decay': 2.945785547174772e-05, 'epochs': 210, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:01:26,984] Trial 52 finished with value: 0.20804459585936766 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.37983808848320916, 'batch_norm': False, 'lr': 2.8132584481360007e-05, 'weight_decay': 2.284155902842677e-05, 'epochs': 180, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:02:09,824] Trial 53 finished with value: 0.1891052092760896 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.3429182499092738, 'batch_norm': False, 'lr': 1.308202964911521e-05, 'weight_decay': 3.324487481614638e-05, 'epochs': 173, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:02:58,096] Trial 54 finished with value: 0.21764383051727057 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.40992642554042114, 'batch_norm': False, 'lr': 4.1499884731559265e-05, 'weight_decay': 7.849673753590876e-06, 'epochs': 203, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:03:46,272] Trial 55 finished with value: 0.18304142095499287 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.4681891809363362, 'batch_norm': False, 'lr': 2.0772529800696925e-05, 'weight_decay': 1.0087425146718705e-05, 'epochs': 201, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:04:36,753] Trial 56 finished with value: 0.16861046105135719 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.4110836604902435, 'batch_norm': False, 'lr': 4.5966152314500015e-05, 'weight_decay': 2.8914093621106215e-06, 'epochs': 216, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 3, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:05:33,229] Trial 57 finished with value: 0.17189563295968555 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.43307909499677727, 'batch_norm': False, 'lr': 7.952302290139776e-06, 'weight_decay': 6.533073494256986e-06, 'epochs': 239, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 4, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:06:13,789] Trial 58 finished with value: 0.18607811985851502 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.4898117987884876, 'batch_norm': False, 'lr': 2.705156050007572e-05, 'weight_decay': 4.835830127574028e-06, 'epochs': 168, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 4, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:07:01,401] Trial 59 finished with value: 0.06338335634490248 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.3486772414921908, 'batch_norm': True, 'lr': 1.7452672157325477e-05, 'weight_decay': 9.570714414321236e-06, 'epochs': 194, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:08:33,249] Trial 60 finished with value: 0.15883959483793564 and parameters: {'hidden_dims': '[256, 128, 64]', 'dropout': 0.5116249417000589, 'batch_norm': False, 'lr': 4.516308606166697e-05, 'weight_decay': 7.045141687508348e-05, 'epochs': 224, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 2, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:09:24,093] Trial 61 finished with value: 0.20870002278308278 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.4059016304181424, 'batch_norm': False, 'lr': 2.386727332123566e-05, 'weight_decay': 2.1405885439484458e-05, 'epochs': 211, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:11:11,630] Trial 62 finished with value: 0.208041581132066 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.37927297382361125, 'batch_norm': False, 'lr': 3.6909598692685944e-05, 'weight_decay': 3.871633498480353e-05, 'epochs': 264, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:15:19,256] Trial 63 finished with value: 0.20171415041081114 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.3526700039952676, 'batch_norm': False, 'lr': 5.6791505788311155e-05, 'weight_decay': 8.495766108617916e-06, 'epochs': 301, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 8, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:19:10,941] Trial 64 finished with value: 0.20309458586733195 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.16071437843254707, 'batch_norm': False, 'lr': 1.2881937865859744e-05, 'weight_decay': 3.3240248658577273e-06, 'epochs': 276, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:19:57,785] Trial 65 finished with value: 0.18270164074285436 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.4556672506876909, 'batch_norm': False, 'lr': 0.00019829920202963787, 'weight_decay': 2.0402954802903847e-05, 'epochs': 199, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:20:13,944] Trial 66 finished with value: 0.06609947357045667 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.3919697357708659, 'batch_norm': False, 'lr': 0.00014627948393703796, 'weight_decay': 6.318602132701962e-05, 'epochs': 53, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:21:10,420] Trial 67 finished with value: 0.20862327465632327 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.3298083497937784, 'batch_norm': False, 'lr': 3.082793522406981e-05, 'weight_decay': 2.858394693834294e-05, 'epochs': 238, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:24:16,085] Trial 68 finished with value: 0.18725194836987183 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.416759030756764, 'batch_norm': False, 'lr': 9.82558949723691e-05, 'weight_decay': 1.1848628413629538e-05, 'epochs': 221, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:26:14,657] Trial 69 finished with value: 0.1822899996403944 and parameters: {'hidden_dims': '[256, 128, 64]', 'dropout': 0.3774120850796267, 'batch_norm': False, 'lr': 9.154932833241018e-06, 'weight_decay': 2.128637369028709e-06, 'epochs': 278, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:28:53,946] Trial 70 finished with value: 0.17417747599101 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.29314062525923673, 'batch_norm': False, 'lr': 6.2247732652963175e-06, 'weight_decay': 7.283473853976632e-06, 'epochs': 187, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 8, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:31:51,873] Trial 71 finished with value: 0.20996040856042966 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.3965607552418579, 'batch_norm': False, 'lr': 6.202969689145847e-05, 'weight_decay': 1.1715606780110488e-05, 'epochs': 210, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:35:18,038] Trial 72 finished with value: 0.21597232200643804 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.4314420675057535, 'batch_norm': False, 'lr': 5.535827130679003e-05, 'weight_decay': 4.555777380458801e-05, 'epochs': 245, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:38:43,714] Trial 73 finished with value: 0.22126437943724084 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.3613842591848986, 'batch_norm': False, 'lr': 4.066383701757212e-05, 'weight_decay': 4.5333020796509115e-05, 'epochs': 244, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:42:09,069] Trial 74 finished with value: 0.20731375352356152 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.4335354898051496, 'batch_norm': False, 'lr': 4.286424721958986e-05, 'weight_decay': 4.4484506502531956e-05, 'epochs': 245, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:45:29,111] Trial 75 finished with value: 0.10616796427410215 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.3557850814245954, 'batch_norm': True, 'lr': 1.885852696970824e-05, 'weight_decay': 0.00010050853536926465, 'epochs': 230, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:47:12,580] Trial 76 finished with value: 0.19133815305308416 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.3185492144271411, 'batch_norm': False, 'lr': 8.522783678567697e-05, 'weight_decay': 4.988290409623812e-05, 'epochs': 255, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
[I 2025-10-17 21:50:38,571] Trial 77 finished with value: 0.21311116775372543 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.3645783743484275, 'batch_norm': False, 'lr': 2.3479025284033046e-05, 'weight_decay': 2.711126328209586e-05, 'epochs': 243, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 44 with value: 0.2227442369569884.
